T,instance,density,algorithm,run,seed,elapsed,HV,IGD,GD,Spacing,F1,F2,F3,F4
50,3,2.0,MO-PSOGA-DAG,6,1843824993,744.3504228591919,533.2327539124611,9.081390213484458,18.040962858446605,4.075955372630587,2.9021184670890725,18.786145589812637,0.78,0.5675070933205555
50,3,2.0,MO-PSOGA-DAG,1,191664964,748.0131387710571,725.8193310011509,12.409861138570735,22.825039424427803,6.218546481049011,2.596035486604644,211.61514214873804,0.8,0.9191414826148933
50,3,2.0,MO-PSOGA-DAG,4,942484272,753.25332903862,692.7975244193277,8.23378637011767,27.97282863607234,5.312763501454003,2.557134322185969,343.71255566269815,0.92,0.6150413214124678
50,3,2.0,MO-PSOGA-DAG,3,1405681632,754.6387069225311,1339.0934687569334,8.366092140961726,34.12032983230955,3.532721278646329,2.378089688512607,364.9604114103839,0.96,0.5965207371204528
50,3,2.0,MO-PSOGA-DAG,2,1662057958,755.5098941326141,867.5314339371369,14.680752268298209,22.71249433396256,13.026251015346133,2.6781372914283317,19.240103963110382,0.82,0.7955495056021427
50,3,2.0,MO-PSOGA-DAG,8,1497586439,756.5239462852478,959.7994026563836,4.590428344765722,23.895414459189375,7.389337005907144,2.8680939151783473,75.96741882365612,0.78,0.8706011278778478
50,3,2.0,MO-PSOGA-DAG,5,929893138,759.1402018070221,778.4759144886253,5.403822386628263,19.617005920321557,4.765073944390174,2.3374621304056813,228.82069368588472,0.82,0.805745025590496
50,3,2.0,MO-PSOGA-DAG,10,202244314,761.8102278709412,709.1677683485159,6.44934531503347,9.423423331865644,3.2891295700307914,2.588974593206813,152.09737226345655,0.78,0.40514545394983864
50,3,2.0,MO-PSOGA-DAG,9,432652533,766.1277101039886,1049.5444277562312,15.402018151946221,49.42526738397527,0.03861832644615406,2.6018296718428577,19.312031397013218,0.78,0.43235830252875695
50,3,2.0,MO-PSOGA-DAG,7,184566854,813.7777860164642,636.8151784423881,7.06042428633102,14.059539895277606,2.934313079389423,2.671109164560958,55.888279163478266,0.78,0.5495955050587071
50,3,2.0,MO-PSOGA-DAG,15,1540770720,750.7186069488525,613.9601147120729,10.018085226375312,12.974836257796655,7.641582949410201,2.9260265792458173,76.78408370525938,0.84,0.6606036276652608
50,3,2.0,MO-PSOGA-DAG,11,1130604998,766.8123602867126,1007.2016328308139,8.070023415967603,21.032390103026035,0.23518806551392646,2.7270874279435424,78.20880276573013,0.88,0.7610576001393283
50,3,2.0,MO-PSOGA-DAG,16,1688060241,759.8087530136108,992.9787343307399,10.804781056499126,18.072610792592037,15.02023567029782,2.081831347135307,386.58860092217907,0.92,0.6095112843370419
50,3,2.0,MO-PSOGA-DAG,14,1634535063,763.5942163467407,550.2963250084435,5.321150535690243,13.831426171077215,2.472671281451923,2.985503835531598,108.44457627653968,0.82,0.7577854878399577
50,3,2.0,MO-PSOGA-DAG,18,275121931,756.8565337657928,742.6087689850407,5.293207669934905,24.181669509577468,3.170961162870707,2.826549965024886,291.9688556357055,0.88,0.7894639386630891
50,3,2.0,MO-PSOGA-DAG,17,1102145673,759.8320941925049,785.5390134702554,4.716386853175788,16.96819748205759,3.4771203438646316,2.441046974901023,19.508014298881967,0.78,0.7831708378032546
50,3,2.0,MO-PSOGA-DAG,12,2095133046,778.1934328079224,941.2528065115239,16.035663287647935,11.434478343837947,6.525101968560662,3.0344863698573636,18.865194710056546,0.8,0.7308990251780528
50,3,2.0,MO-PSOGA-DAG,19,1803345591,765.6759126186371,778.5543148749692,3.967337730927511,9.428205061782798,0.14421419532707277,2.882713422155063,223.43604190167724,0.84,0.8526983238954035
50,3,2.0,MO-PSOGA-DAG,13,1580016184,798.3835377693176,837.0470750033882,5.486026656099746,22.611382030973235,1.24855577191698,2.7380025286838436,19.442996244532285,0.78,0.7457548091267037
50,3,2.0,MO-PSOGA-DAG,20,967196436,767.8024291992188,628.0137722072957,3.932505797477936,12.23883542704703,4.455815689034748,3.2060177085593464,27.18333747305377,0.86,0.6758741768089943
